ID;Term;Begrepsforklaring;Definisjon;Språkversjoner;Beskrivelsestype;Alternative termer;Kilde;Frarådde termer;Eksempler
BEGREP-1411;Klagefrist;"Detaljerte regler om når klagefristen begynner å løpe, samt når og hvordan den avbrytes, finner man blant annet i forvaltningsloven og eForvaltningsforskriften. 

Klagefristen etter forvaltningsloven er 3 uker, men klagefristen etter folketrygdloven er 6 uker.";fristen for å [klage|BEGREP-996].;Bokmål;Faglig fortolkning;;"LOV-1967-02-10 Lov om behandlingsmåten i forvaltningssaker (forvaltningsloven) § 29; 
FOR-2004-06-25-988 Forskrift om elektronisk kommunikasjon med og i forvaltningen (eForvaltningsforskriften) § 11; 
LOV-1997-02-28-19 Lov om folketrygd (folketrygdloven) § 29.";;
BEGREP-1404;Digital kontaktinformasjon;[Innbyggerne|BEGREP-165] registrerer seg med e-postadresse og/eller mobilnummer i Kontakt- og reservasjonsregisteret og har rett til å endre eller slette registeropplysningen om seg selv.;e-postadresse og mobiltelefonnummer som er registrert i [Kontakt- og reservasjonsregisteret|BEGREP-1417].;Bokmål;Faglig fortolkning;;FOR-2004-06-25-988 Forskrift om elektronisk kommunikasjon med og i forvaltningen (eForvaltningsforskriften) § 29;;
BEGREP-1400;Reservasjon;"Reservasjonsadgangen gjelder for [privatpersoner|http://jira.adeo.no/browse/BEGREP-165] og enheter som ikke er registrert i [Enhetsregisteret|http://jira.adeo.no/browse/BEGREP-729]. Reservasjonen skal registreres i [Kontakt- og reservasjonsregisteret|http://jira.adeo.no/browse/BEGREP-1417]. 

Det er kun adgang til å reservere seg mot de tilfeller av elektronisk kommunikasjon som det tidligere var knyttet samtykkekrav til. Det er derfor ikke adgang til å reservere seg mot all elektronisk kommunikasjon, eksempelvis servicemeldinger. 

Reservasjonsadgangen gjelder for: 
* [enkeltvedtak|BEGREP-192] 
* [forhåndsvarsel|BEGREP-301] 
* andre meldinger som har betydning for vedkommendes rettsstilling eller for behandling av saken 
* meldinger som det av andre grunner er av særlig betydning å sikre at vedkommende mottar 
";adgangen til å reservere seg mot [elektronisk kommunikasjon|BEGREP-460] med et [forvaltningsorgan|BEGREP-849].;Bokmål;Faglig fortolkning;;FOR-2004-06-25-988 Forskrift om elektronisk kommunikasjon med og i forvaltningen (eForvaltningsforskriften) §§ 9 og 29;;
BEGREP-1398;Sikkerhetstjenester og -produkter;[Digitaliseringsrundskrivet|BEGREP-1418] gir også føringer som fremmer bruk av elektroniske tjenester og som koordinerer forvaltningsorganets bruk av sikkerhetstjenester.;løsninger som bl.a. skal sikre [autentisering|BEGREP-96], [integritet|BEGREP-1413], [konfidensialitet|BEGREP-1026] og [ikke-benekting|BEGREP-509], og som er forankret i [forvaltningsorganets|BEGREP-849] sikkerhetsstrategi.;Bokmål;Faglig definisjon;;FOR-2004-06-25-988 Forskrift om elektronisk kommunikasjon med og i forvaltningen (eForvaltningsforskriften) § 4 første ledd, bokstav a, jf. § 15.;;Elektronisk signatur og kryptering.
BEGREP-1385;Egnet informasjonssystem;Kravene til informasjonssystemets egnethet innebærer at systemet må ivareta krav til [varsling|BEGREP-1420], forebygging av risiko for uberettiget innsyn, tidspunktet for når [parten|http://jira.adeo.no/browse/BEGREP-150] skaffer seg tilgang til [vedtak|http://jira.adeo.no/browse/BEGREP-192] og mekanismer for [autentisering|http://jira.adeo.no/browse/BEGREP-96]. Utover dette gir eForvaltningsforskriften ingen føringer når det gjelder hvilke informasjonssystemer som skal benyttes og til hva.;[informasjonssystem|BEGREP-803] som benyttes til [elektronisk kommunikasjon|BEGREP-460] med [bruker|BEGREP-20].;Bokmål;Faglig fortolkning;;FOR-2004-06-25-988 Forskrift om elektronisk kommunikasjon med og i forvaltningen (eForvaltningsforskriften) § 8.;;Tjenester hos den enkelte virksomhet, Altinn eller [Digital postkasse|BEGREP-857] til innbyggere.
BEGREP-1383;Arbeidssøker;"NAV har et register over arbeidssøkere. Enhver [person|BEGREP-165] med [lovlig opphold|BEGREP-1169] i Norge som henvender seg til NAV for å få bistand til å skaffe seg arbeid, har rett til å bli registrert som arbeidssøker i dette registeret over arbeidssøkere. Rett til å være registrert kan også foreligge ved opphold i utlandet. Det gjelder for [trygdemedlem|BEGREP-170] som har rett til arbeidsrettet [ytelse|BEGREP-133] fra NAV ved slikt utenlandsopphold. 

""For å ha rett til dagpenger må medlemmet være reell arbeidssøker. Som reell arbeidssøker regnes den som er arbeidsfør, og er villig til 

a) å ta ethvert arbeid som er lønnet etter tariff eller sedvane, 
b) å ta arbeid hvor som helst i Norge, 
c) å ta arbeid uavhengig av om det er på heltid eller deltid, 
d) å delta på arbeidsmarkedstiltak.""";en [bruker|BEGREP-20] som har registrert seg hos [NAV|BEGREP-121] for å få bistand til å søke jobb.;Bokmål;Faglig definisjon;;"LOV-1997-02-28-19 Lov om folketrygd (folketrygdloven) § 4-5; 
LOV-2004-12-10-76 Lov om arbeidsmarkedstjenester §§ 2 og 10; 
Europa-Parlamentets og Rådets forordning (EF) Nr. 883/2004 af 29. april 2004 om koordinering af de sociale sikringsordninger.";;
BEGREP-1378;Naturalytelse;I rådsforordning 883/2004 brukes begrepet kun om helsefordeler.;et gode i form av annet enn penger, som [arbeidstaker|BEGREP-179] mottar fra [arbeidsgiver|BEGREP-193].;Bokmål;Folkelig forklaring;Frynsegoder;;;"- Mobiltelefon/internett 
- Abonnement på tidsskrift 
- Fri bil 
- Personlig medlemskap på treningssenter 
- Fri kost og losji 
"
BEGREP-1201;Avstemme;;"å ""få noe til å passe sammen"".";Bokmål;Faglig definisjon;;"""Avstemme"". I: Bokmålsordboka på nett. Hentet 15. januar 2016 fra www.sprakradet.no.";;"- [Grensesnittavstemming|BEGREP-1037] 
- [Regnskapsavstemming|BEGREP-477] 
- [Konsistensavstemming|BEGREP-1038]"
BEGREP-1200;Bokføring;"""Dette danner grunnlaget for å produsere regnskapsrapporter til bedriften og pliktige regnskapsrapporter til myndighetene og andre interessenter. 

""Bokføringens oppgave er når som helst å skaffe et hurtig og pålitelig overblikk over forretningens gang, midlenes anvendelse, det økonomiske mellomværende med andre og formuens størrelse og sammensetning, samt å forsyne de andre delene av regnskapsvesenet med slike erfaringstall som er nødvendige eller ønskelige."" 

""Virksomheten skal bokføre alle opplysninger som er nødvendige for å kunne utarbeide pliktig regnskapsrapportering og spesifikasjoner av pliktig regnskapsrapportering. Bokføringen skal skje så ofte som virksomhetens og transaksjonenes art og omfang tilsier. Bokføringen skal være a jour innen fristene for den aktuelle pliktige regnskapsrapportering.""";"""å registrere regnskapsopplysninger i et regnskapssystem.""";Bokmål;Faglig definisjon;;"""Bokføring"". I: Store norske leksikon. Hentet 8. januar 2016 fra https://snl.no/bokf%C3%B8ring; 
""Bokføring, registrering og ajourhold"". Kapittel 4.4.2. I: ""Økonomiregelverket i staten"". Hentet 8. februar 2016 fra www.dfo.no.";;"- [Transaksjoner|BEGREP-476] 
- Avsetninger 
- Omposteringer"
BEGREP-1199;Bilag;"""Bilagene ordnes systematisk etter nummer- eller alfabetsystem. Ved hjelp av henvisninger skal det være lett å finne fra et bilag til vedkommende postering i bøkene, eller omvendt. 

Bokføringspliktige firmaer skal oppbevare alle bilag i minst 10 år. Finansdepartementet kan ved forskrift eller enkeltvedtak frita for oppbevaringsplikten eller fastsette kortere oppbevaringstid, eller fastsette at oppbevaring av film eller likeverdig gjengivelse kan erstatte oppbevaring av selve bilagene.""";[dokumentasjon|BEGREP-143] av en [postering|BEGREP-1125] som [bokføres|BEGREP-1200] i regnskapet.;Bokmål;Faglig definisjon;;"""Bilag"". I: Store norske leksikon. Hentet 8. januar 2016 fra https://snl.no/bilag";;"- Faktura 
- Betalingsbilag 
- Stønadsvedtak 
- Kvittering 
- Annen dokumentasjon på en utgift eller inntekt"
BEGREP-1171;Masterdataforvaltning;"""MDM omfatter også dataenes semantikk, som vil si hva dataene betyr ut fra gitt kontekst, og videre dataens kvalitet: Hvilken grad av feil og mangler er tolerert?"" 

For all informasjon skal det være kjent hvilken kilde som er master hvor vi kan være trygge på å finne ""originalen"" eller ""gjeldende versjon"". All oppdatering skal gjøres i masterkilden, og kun der. Ved behov for informasjon skal man benytte godkjent kilde, enten master eller godkjent kopi. Dersom informasjonen må dupliseres, skal den kopieres fra master.";"""masterdataforvaltning går ut på å definere én hovedkilde (masterkilde, eller bare master) til informasjon som man trenger.""";Bokmål;Faglig definisjon;MDM, Masterdata management;"Informasjonsforvaltning og informasjonsarkitektur i NAV. Versjon 1.0. 2016. Hentet 4. mars 2019 fra https://confluence.adeo.no/display/FK/Informasjonsforvaltning?preview=/178071277/198881736/Informasjonsforvaltning%20og%20informasjonsarkitektur%201_0.pdf; 
Arkitekturkrav - Informasjon, I6 Godkjent kilde. Arkitekturportalen. Hentet 21. juli 2017 fra https://confluence.adeo.no/x/QoaNAw";;
BEGREP-1156;Oppfølgingsplan;"Oppfølgingsplanen skal inneholde en vurdering av arbeidstakers arbeidsoppgaver og arbeidsevne, og beskrive tiltak som arbeidsgiveren og den sykmeldte arbeidstakeren blir enige om. 

Ansvaret for at planen utarbeides og revideres inngår i arbeidsgivers plikt til å følge opp sykmeldte. Planen skal være utarbeidet i samarbeid med den sykmeldte innen fire ukers sykefravær, med mindre det er åpenbart unødvendig. 

Fordi oppfølgingsplanen inneholder informasjon som også er viktig for sykmelderen og NAV, har arbeidsgiver lovfestet plikt til å videresende den til disse. Legen/sykmelderen skal motta planen uoppfordret når den er utarbeidet ved fire uker. NAV skal ha oppfølgingsplanen tilsendt på forespørsel, for eksempel i forbindelse med aktivitetsplikten ved 8 ukers sykefravær og før dialogmøter. Planen kan benyttes til å be om bistand fra NAV. 

Som del av NAVs digitale tjeneste for sykefraværsoppfølging utvikles en elektronisk oppfølgingsplan som vil forenkle aktørenes informasjonsutveksling.";et formelt verktøy i arbeidsplassens sykefraværsoppfølging, som skal bidra til dialogen mellom [arbeidsgiveren|BEGREP-193] og den sykmeldte [arbeidstakeren|BEGREP-179] om muligheter og tiltak på arbeidsplassen for å komme i arbeid igjen.;Bokmål;Faglig definisjon;;"LOV-2005-06-17-62 Lov om arbeidsmiljø, arbeidstid og stillingsvern mv. (arbeidsmiljøloven) § 4-6 tredje og fjerde ledd; 
LOV-1997-02-28-19 Lov om folketrygd (folketrygdloven) § 25-2 andre ledd.";;
BEGREP-1151;Rundskriv;"""Rundskriv kan både brukes i det offentlige og i bedrifter og organisasjoner. Statlige rundskriv om lovtolkninger er offentlig tilgjengelige, mens private rundskriv sjelden er ment for offentligheten.""";et skriv som inneholder etatens offisielle syn på regelforståelsen.;Bokmål;Folkelig forklaring;lettre circulaire, sirkulære;"""Rundskriv"". Hentet 3. juli 2017 fra https://no.wikipedia.org/wiki/Rundskriv";;
BEGREP-1146;Curriculum Vitae;"_Curriculum vitae_ er latin, betyr ""livets løp"" og blir forkortet med CV. Hensikten med en CV er å presentere utdanning, arbeidserfaring og annen relevant  [kompetanse|BEGREP-2018]. Når en person søker en stilling, er det vanlig å sende med en CV i tillegg til en jobbsøknad.";et sammendrag av [utdanning|BEGREP-2017], [arbeidserfaring|BEGREP-1860] og annen erfaring som en [person|BEGREP-165] har.;;Faglig definisjon;CV;"""Curriculum Vitae"" I: Store norske leksikon. Hentet 25.04.2019 fra [https://snl.no/curriculum_vitae]";;"En CV kan innholde blant annet: 

- Personalia 
- Sammendrag 
- Utdanning 
- Arbeidserfaring 
- Kompetanse"
BEGREP-1144;Sykmelding;"Sykmelderen har vurdert om pasienten er helt eller delvis arbeidsufør av medisinske grunner. I NAV-sammenheng brukes termen om attesten ""Vurdering av arbeidsmulighet/sykmelding"", som grunnlag for vurdering av om brukeren har rett til sykepenger, og/eller behov for oppfølging fra NAV. Lege har rett til å sykmelde. I tillegg har tannleger, manuellterapeuter og kiropraktorer en begrenset rett til å sykmelde.";[sykmelderens|BEGREP-2078] vurdering av at en pasient fyller de medisinske vilkårene for å være helt eller delvis borte fra jobb en periode med rett til [sykepenger|BEGREP-1020]. ;Bokmål;Folkelig forklaring;;LOV-1997-02-28-19 Lov om folketrygd (folketrygdloven) § 8-7;;"- Ordinær sykmelding 
- Utvidet sykmelding på spesielle tidspunkter i sykefraværet"
BEGREP-1137;Innbetaling;"Beløpet kan også komme fra en tredjepart hvor bruker har penger til gode, for eksempel ved motregning eller tvangstrekk i lønn eller stønad. Det er knyttet regler til hvordan en innbetaling skal benyttes for å dekke krav. Dette kan f.eks. avhenge av hvem innbetalingen kommer fra og hvilken type krav den er ment å nedbetale. 

Definisjonen er begrenset til de typiske innkrevingssituasjoner som feilutbetaling og bidrag innenfor stønadsregnskapet.";en overføring av et [beløp|BEGREP-359] fra en [bruker|BEGREP-20] eller annen aktør til [NAV|BEGREP-121] for å betale ned på et krav.;Bokmål;Folkelig forklaring;;;;"- Innbetaling av barnebidrag og feilutbetalinger 
- Refusjon av felleskostnader 
- Tilbakebetaling av trukket skatt, egenandeler fra brukere m.m. 
- Innbetaling fra utenlandske myndigheter 
- Retur av utbetalinger fra kontofører 
- Innbetaling av forsikring for selvstendig næringsdrivende"
BEGREP-1135;Kontoplan;Kontoplanen er en tilpasning til Norsk Standard.;en systematisert og nummerert oversikt over [artskonti|BEGREP-926] som virksomheten benytter til regnskapsføring.;Bokmål;Faglig fortolkning;;;;
BEGREP-1133;Informasjonsforvaltning;"Informasjonsforvaltning består av å samle inn, bearbeide og lagre informasjon, samt distribuere informasjon til dem som trenger den, og på et tidspunkt arkivere informasjonen eller slette den for godt. 

NAVs helhetlige informasjonsforvaltning består av: 
- masterdataforvaltning 
- innholdsforvaltning 
- analyse- og styringsdata 
- metadataforvaltning 
- datakvalitet 
- elektronisk samhandling";"""[aktivitetar] og andre tiltak for å sikre best mogleg kvalitet, utnytting og sikring av informasjon i ei verksemd.""";Bokmål;Faglig fortolkning;;"""Informasjonsforvaltning"". I: Informasjonsforvaltning i offentleg sektor - Rapport 2013:10. Direktoratet for forvaltning og IKT. Hentet 6. juli 2017 fra [https://www.difi.no/sites/difino/files/rapport-informasjonsforvaltning-i-offentleg-sektor-2013-10-10.pdf]  

""Informasjonsforvaltning"". I: Informasjonsforvaltning og informasjonsarkitektur i NAV. Hentet 4. juli 2017 fra [https://confluence.adeo.no/x/7SadCg]";;
BEGREP-1125;Postering;"Enhver endring som gjøres i regnskapet kalles for en postering, og hver postering har et bilag som beskriver og begrunner endringen. Føringen vil enten være debet eller kredit. 

En postering kan føre til endringer både for resultat og balansekonti. Posteringen består av én eller flere posteringslinjer, og kan føres manuelt eller maskinelt i et regnskap.";å føre [bilag|BEGREP-1199] i et regnskap.;Bokmål;Faglig definisjon;;"""Bilag"". I: Bokmålsordboka på nett. Hentet 15. oktober 2016 fra www.sprakradet.no.";;"I stønadsregnskapet er bilaget ofte et stønadsvedtak. 
I utbetalingsreskontroen benyttes begrepet postering om de transaksjonslinjer en utbetaling består av. En utbetaling av alderspensjon har posteringslinjer for alderspensjon, skattetrekk og eventuelle andre trekk. 
Andre eksempler på postering: 
- Føring av billag for inn- og utbetalinger 
- Avskrivninger 
- Avsetninger"
BEGREP-1119;Testdatahåndtering;"Testdatahåndtering handler om forvaltning av testdata med de mulighetene som ligger mellom to ytterligheter, syntetiske testdata og reelle produksjonsdata, uten at dette går på bekostning av [personvernet|BEGREP-1876]. 

- Anonymiserte data, i ulik grad med hensyn til hvor godt anonymisert dataene er 
- Reduserte datasett 
- Avidentifiserte data 
- Omskiftede data 

Testdatahåndteringen må tilpasses det enkelte tilfelle. En systemportefølje med stor grad av integrasjon krever for eksempel testdatasett som henger sammen på tvers av [systemer|BEGREP-446] eller datakilder.";forvaltning av [data|BEGREP-377] som har realistiske kvalitetsegenskaper ved [testing|BEGREP-1325] av løsninger.;Bokmål;Faglig definisjon;;"""Testdatahåndtering"". I: Referansearkitektur sikkerhet nivå 2. Hentet 15. januar 2016 fra [https://confluence.adeo.no/x/gQbwAg] ";;
BEGREP-1118;Systemherding;Systemherding handler om å definere og konfigurere et system med et sikkerhetsnivå som er tilpasset de omgivelsene løsningen skal kjøre i. Dette innebærer bl.a. å fjerne alle tjenester, programvare og funksjonalitet som ikke brukes.;konfigurering og definering av et [system|BEGREP-969] for å redusere [sårbarheter|BEGREP-1035] og mulig angrepsflate.;Bokmål;Faglig definisjon;;"""Systemherding"". I: Referansearkitektur sikkerhet nivå 2. Hentet 15. januar 2016 fra http://confluence.adeo.no/x/g47gAg";;"For hyllevare programvare innebærer systemherding ofte å: 
- fjerne eller endre tjenester som ikke brukes 
- fjerne eller endre programvare/funksjonalitet som ikke brukes 
- administrere standard systembrukere - enten fjerne, eventuelt bytte navn og spesielt bytte passord for disse 
- slå på og konfigurere begrensninger og tilgangskontroll som systemet tilbyr, for eksempel basert på lokasjon, nettverksadresse, brukerident eller lignende"
BEGREP-1117;Ondsinnet kode;"Ondsinnet kode og trafikk har blitt en stadig viktigere del av trusselbildet for informasjonssikkerhet. 

En profesjonell håndtering av slike trusler er viktig for effektiv sikring. Sårbarheter er ofte feil eller mangler i programvare som karakteriseres som teknisk gjeld og som bør rettes. 

Det er viktig for organisasjonen å drive etterretning og ha kompetanse på det gjeldende trusselbildet. Dette betyr at man må ha tilgang til kompetanse på ondsinnet kode og spredningsmekanismer. 

Preventive tiltak: 
- Kompetanse og etterretning på ondsinnet kode (inkludert evne til å analysere ondsinnet kode) 
- Gjennomgang av programvare under utvikling ved å benytte standardiserte kvalitetssikringsmetoder og tester (for eksempel OWASP) 
- Systemherding 
- Sårbarhetshåndtering og patchhåndtering 
- Soner (gjerne implementert på nettverksnivå med brannmurer/sikkerhetsgateway/IPS o.l.) 
- Epost-sikring (filtrering og vaskeri for ondsinnet kode) 
- Web-sikring (filtrering og vaskeri for ondsinnet kode) 
- Antivirus/antimalware systemer på servere og klienter 

Konsekvensreduserende tiltak: 
- Innbruddsdeteksjon (IDS) 
- Hendelseshåndering (CSIRT)";skadelig programvare som utnytter [sårbarheter|BEGREP-1035] og kan forbigå sikkerhetsmekanismer.;Bokmål;Faglig definisjon;Malware, Exploit;"""Sikring mot ondsinnet kode og trafikk"". I: Referansearkitektur sikkerhet nivå 2. Hentet 15. januar 2016 fra http://confluence.adeo.no/x/g47gAg";;"- Datavirus 
- Ormer 
- Trojanere 
- Spyware 
- Adware 
- Backdoors 
- Rootkit 
- Keyloggere"
